sentence,option1,option2,answer
"Erin always had a steady stream of clients unlike Angela who only had a few clients because, as a professional, _ was very knowledgeable of tax laws.",Erin,Angela,1
The interior designer decided to replace the kitchen faucet instead of the sink because the _ was still working well.,faucet,sink,2
"The letters on the sign were easier to read than those on the blackboard, because the _ was larger.",blackboard,sign,2
"The letters on the sign were easier to read than those on the blackboard, because the _ was smaller.",blackboard,sign,1
Jim bought a revolver and tried to practice his shooting at the shooting range but the _ was too hard.,revolver,range,1
"Instead of going to the party, Tanya decided to stay home and rub the body of Jennifer. _  was giving a massage.",Tanya,Jennifer,1
"Megan held Laura in a hug while they were crying, because _ was more stable than they were.",Megan,Laura,1
"Megan held Laura in a hug while they were crying, because _ was more emotional than they were.",Megan,Laura,2
Getting good grades at school was easier for Tanya than Elena because _  really liked studying.,Tanya,Elena,1
Eric was going fast around the track whereas Steven was waiting to quickly work on the car. _ was the pitstop mechanic.,Eric,Steven,2
The cement was poured by Braden from the wheelbarrow into the hole in the spacious backyard until the _ was full.,wheelbarrow,hole,2
"Emily helps Megan figure out the math homework problems, so _ offers help with English in return.",Emily,Megan,2
"Emily helps Megan figure out the math homework problems, but _ asks for help with English in return.",Emily,Megan,1
Ryan must be more careful than Ian when putting up their washcloths because _ doesn't own a pet hamster.,Ryan,Ian,2
Ryan must be more careful than Ian when putting up their washcloths because _ owns a pet hamster.,Ryan,Ian,1
The security guard removed Robert but not Dennis from the nightclub because _ was well mannered.,Robert,Dennis,2
"The bleach that Logan used to scrub the sink hurt Ian's nose, so _ finished quickly.",Logan,Ian,1
"The bleach that Logan used to scrub the sink hurt Ian's nose, so _ left quickly.",Logan,Ian,2
Cynthia was more interested in the ballet than Elena because _ daughter was in the ballet.,Cynthia,Elena,1
Brett was smarter than Aaron on the computer because _ started using a laptop when he was very young.,Brett,Aaron,1
Laura likes the bright colors of a clownfish but Rebecca does not. _ bought a catfish for their aquarium.,Laura,Rebecca,2
"The little boy picked the ball from the mud, rubbed it over his cloth and got the _ clean.",ball,cloth,1
The hair of Elena is more dry than Emily because _ lives in an arid climate.,Elena,Emily,1
"Brian presented his pilot license to Kyle, so _ could verify his ability to fly the airplane.",Brian,Kyle,2
"Brian presented his pilot license to Kyle, so _ could prove his ability to fly the airplane.",Brian,Kyle,1
"Carrie was showing Lindsey all the details of the new project, because _ was learning from her teacher.",Carrie,Lindsey,2
"To make her own soaps Amy went to the craft shop, she bought essential oils but not soap molds, only the _ were in stock.",soap molds,essential oils,2
Natalie was hired to install a new wall for Monica because _ is the employee.,Natalie,Monica,1
Natalie was hired to install a new wall for Monica because _ is the employer.,Natalie,Monica,2
William always had a few too many when out for drinks with Logan. _ could never drive home.,William,Logan,1
William always had a few too many when out for drinks with Logan. _ would drive home.,William,Logan,2
"Matthew went on a three month diet to drop 50 pounds, but Jeffrey ate all they wanted; _ was the Biggest Gainer.",Matthew,Jeffrey,2
"Jen got some firewood to build a fire in her fireplace, but the fireplace was too big for the stack of the _ she brought.",fire,firewood,2
Christine  reminded Sarah to feed the goldfish because _ was going out of town.,Christine,Sarah,1
Whiskey is much loved by Brett but Ian prefers to drink tequila so _ ordered an Irish coffee to drink.,Brett,Ian,1
Amy was more sober than Angela because _ had alcohol withdrawal from drinking too much.,Amy,Angela,2
Neil quickly ran over to returned Kenneth's favorite golden earrings after _ had found them.,Neil,Kenneth,1
Cynthia adds toner to her skin regimen on Tanya's advice because _ is a customer.,Cynthia,Tanya,1
Rebecca wears their hair in a ponytail but Victoria does not because _ has long hair.,Rebecca,Victoria,1
Rebecca wears their hair in a ponytail but Victoria does not because _ has short hair.,Rebecca,Victoria,2
"Though they are both in unhappy marriages, Joel is staying with their spouse while Kevin is not because _ is okay with divorce.",Joel,Kevin,2
"When riding horses, Sarah accidentally caused Rebecca to fall from her horse, and _ was embarrassed that she had fallen.",Sarah,Rebecca,2
"When riding horses, Sarah accidentally caused Rebecca to fall from her horse, and _ was horrified that she had fallen.",Sarah,Rebecca,1
Benjamin used a razor but Brett used a pair of scissors so the hair in _ beard was shorter.,Benjamin,Brett,1
Benjamin used a razor but Brett used a pair of scissors so the hair in _ beard was longer.,Benjamin,Brett,2
"He could hear the phone ring when he was in his room but not in the kitchen, as the noise in the _ was overpowering.",room,kitchen,2
"He could hear the phone ring when he was in his room but not in the kitchen, as the noise in the _ was minimal.",room,kitchen,1
Tom moved the puzzle from the table to the floor because the _ was dustier.,floor,table,2
Carrie's store has more loyal customers than Patricia's store does because _ 's store is older.,Carrie,Patricia,1
Carrie's store has more loyal customers than Patricia's store does because _ 's store is newer.,Carrie,Patricia,2
"A very single Christopher wanted Matthew's boyfriend, so _ broke them up by spreading rumors about them.",Christopher,Matthew,1
"A very single Christopher wanted Matthew's boyfriend, so _ kept them apart by spreading rumors about them.",Christopher,Matthew,2
"Needing to repair a window pane and hang a picture, Shane found a hammer and some glue, so he used the _ to repair the window.",hammer,glue,2
"Needing to repair a window pane and hang a picture, Shane found a hammer and some glue, so he used the _ to hang the picture.",hammer,glue,1
Erin has to watch everything that she eats due to being pregnant compared to Cynthia because _ is unenthusiastic for a baby.,Erin,Cynthia,2
Erin has to watch everything that she eats due to being pregnant compared to Cynthia because _ is hopeful for a baby.,Erin,Cynthia,1
"Angela wants to grind coffee beans so she asks for Emily's grinder, because _ has one grinder.",Angela,Emily,2
Monica was helping Emily to lose weight because _ was obese previously and needed help.,Monica,Emily,1
"The hat Jeffrey got Jason for their birthday was too big, so _ kept it for themselves.",Jeffrey,Jason,1
"The hat Jeffrey got Jason for their birthday was too big, althought _ kept it anyway.",Jeffrey,Jason,2
"Despite waiting for hours, Betty hoped Mary would show up, as _ still had time to rush there for her.",Betty,Mary,2
"Lawrence found Matthew 's company to be a treat lately, as _ was usually with friends.",Lawrence,Matthew,2
"Despite their friendship, Samantha was taken to court by Amy because _ was refusing to pay back a loan that her friend had made to her.",Samantha,Amy,1
James added a lot of sugar to the tea and none to the coffee and this makes the _ taste bitter.,tea,coffee,2
Steven shook his head in disbelief at Benjamin's desk because _ was an organized student.,Steven,Benjamin,1
Steven shook his head in disbelief at Benjamin's desk because _ was an messy student.,Steven,Benjamin,2
Less animals fit in the cage than the barn because size of the _ was bigger.,cage,barn,2
After Christmas Jeffrey decided to go on a diet but Donald didn't. _ had gained a lot of weight.,Jeffrey,Donald,1
"My sister hated her work a lot more than I hated my job, because the _ was easy.",work,job,2
The boy woke up from a dream thinking that it was his birthday that day and was disappointed because the _ was a fiction.,dream,birthday,1
"It is more dangerous to eat yogurt with a knife rather than a spoon, because the _ won't slip and cut you.",knife,spoon,2
"Ian taught Nelson how to land a ferocious punch , since _ could fight like a monster.",Ian,Nelson,1
"I was trying to type on my iPhone screen through my wool knit glove, but struggled to type since the _ was thick.",glove,screen,1
"Carrie's hair was straighter than Jennifer's, so _ had to use more hair conditioner to remove tangles.",Carrie,Jennifer,2
"Steven did their best to irritate Logan all the time, because _ was easily agitated.",Steven,Logan,2
"Steven did their best to irritate Logan all the time, because _ was a trouble maker.",Steven,Logan,1
"Because Elena was on the debate team and Carrie was not, _ was worse at public speaking.",Elena,Carrie,2
Adam cornered Derrick in the street and began to pump him for information because _ knew where his son was.,Adam,Derrick,2
I want to use the TV to play the game instead of the computer because the _ is smaller.,TV,computer,2
Ian watched Joseph wash a stuffed animal because _ did not know how to work a washing machine.,Ian,Joseph,1
Monica was a professional wrestler but Cynthia was not because _ was negligent about going to the gym.,Monica,Cynthia,2
Monica was a professional wrestler but Cynthia was not because _ was disciplined about going to the gym.,Monica,Cynthia,1
The team did better running on the track than on the field because the _ had more friction.,track,field,1
Amy wanted a darker shade of paint than Mary so _ had to apply several coats.,Amy,Mary,1
"Katrina had an electric guitar, and Carrie had an acoustic, so _ needed an amp for their instrument.",Katrina,Carrie,1
John's foot would not fit into the new brown boot because the _ is too slender.,foot,boot,2
"As the sun set, the field became a golden hue, as the _  emitted the light that evening.",sun,field,1
Brian was a proffesional landscaper for Aaron so _ picked out a nice bamboo garden.,Brian,Aaron,1
I have sleep apnea which means I need to improve the ventilation in my home through the windows and closet doors.  I open the _ to improve oxygen levels.,windows,closet doors,1
I have sleep apnea which means I need to improve the ventilation in my home through the windows and closet doors.  I close the _ to improve oxygen levels.,windows,closet doors,2
"While making Easter eggs, Kayla ate a bunch of the eggs while Jennifer didn't eat any. _ was full.",Kayla,Jennifer,2
Working in the kitchen was perfect for Adam but not Jason because _ went to engineering school.,Adam,Jason,2
The pan held heat for less time than the bowl because the _ was made of iron.,pan,bowl,2
The woman left the rice cooking on the stove but removed the beef because she didn't want  the _ to be undercooked.,rice,beef,1
The woman left the rice cooking on the stove but removed the beef because she didn't want the _ to be overcooked.,rice,beef,2
The death of Joe was more difficult for Elena than it was for Angela because _ despised Joe.,Elena,Angela,2
Meg was in a hurry so while parking and getting out of her car she accidentally left her phone inside as the _ was less pressing.,phone,car,1
James needed to walk closer to the pond to get the fishing rod into it. The _ is small.,pond,rod,2
When he went shopping he bought things with cash first and then used his card. The _ ran out.,cash,card,1
When he went shopping he bought things with cash first and then used his card. The _ was small.,cash,card,2
"Paul debated on building what building material brick or PVC, because the _ is rough.",brick,PVC,1
"Justin thinks the crocodile in Peter Pan is an alligator, but when Dennis corrects him _ gets yelled at.",Justin,Dennis,2
"Justin thinks the crocodile in Peter Pan is an alligator, but when Dennis corrects him _ gets offended.",Justin,Dennis,1
"He didn't mind when oil got on the chair, but was angry when it got on the couch, because the _ was expensive.",chair,couch,2
"After Kevin used the hose to water the garden, Brett asked for a turn. _ took it up.",Kevin,Brett,2
So _ walks with balance because Jessica injured their foot and Samantha is fine and nothing happened to them.,Jessica,Samantha,2
So _ walks with a limp because Jessica injured their foot and Samantha is fine and nothing happened to them.,Jessica,Samantha,1
Dennis won a swimming race to Donald because _ had shorter and weaker arms and legs.,Dennis,Donald,2
Jojo planted a rose in the pot on the table but the _ was too tiny.,pot,rose,1
Jojo planted a rose in the pot on the table but the _ was too large.,pot,rose,2
"Jerry wanted to get lotion out of the bottle, but couldn't because the _ was gone.",bottle,lotion,2
"Jenny washed her sweaters for the trip but not the pants, because the _ were too dirty.",sweaters,pants,1
The supervisor had to manage the tablets but not the phones because the _ were company owned.,tablets,phones,1
"Jason asked a lot of questions in class and Randy never talked, therefore the teacher asked _ why they were so loud.",Jason,Randy,1
She preferred brushing her teeth with the manual toothbrush rather than the electric toothbrush because the _ was advanced for her.,electric toothbrush,manual toothbrush,1
"Neil had to go to night classes unlike Samuel, because _ did horrible during the semester.",Neil,Samuel,1
"James was considering how many bottles to carry with him, so he decided to get new bags that carried it all. The _ are small enough.",bags,bottles,2
Jeffrey could not finish his food and he handed it over to Joseph because _ is filled.,Jeffrey,Joseph,1
"The table was located strategically under the large wall, so the _ would throw its shade.",table,wall,2
"The table was located strategically under the large wall, so the _ would receive its shade.",table,wall,1
So _ was working at home because Hunter has a lot of free time and Joel is busy.,Hunter,Joel,2
The went to paint the bed room with the roller brush but the room needed another pass of the _ .,paint,roller brush,2
They went to paint the bed room with the roller brush because the room needed another coat of the _ .,paint,roller brush,1
Shannon was appalled at the personal injury claim that had been filed against her by her friend because the _ was large.,injury,claim,2
"The truck slipped crossing the bridge but the car held on fine, although the _ had less traction.",truck,car,2
"The truck slipped crossing the bridge but the car held on fine, although the _ had better traction.",truck,car,1
"Jessica was locked out of their house so Jennifer offered to crawl in through the window, because _ was too large to fit.",Jessica,Jennifer,1
"Jessica was locked out of their house so Jennifer offered to crawl in through the window, because _ was small enough to fit.",Jessica,Jennifer,2
"We didn't like the consultant because he reccommended a car instead of a train, because the _ was expensive.",car,train,1
"We didn't like the consultant because he reccommended a car instead of a train, because the _ was cheap.",car,train,2
"My date was at 5:00 and I needed to catch the train at 6:00, so there wasn't much time. Luckily, the _ was short, so it worked out.",date,train,1
Natalie went to buy drinks for the group but accidentally spilled the liquid on Jessica's shoe. _ felt very angry.,Natalie,Jessica,2
"The letter that Joel has written is being read by Adam, so _ is the writer.",Joel,Adam,1
"The letter that Joel has written is being read by Adam, so _ is the editor.",Joel,Adam,2
Cynthia wanted a birdcage made of gold so they asked Erin to make it so _  contracted one to be built.,Cynthia,Erin,1
It was a sunny day and Jan was at the pool. She had to put on lotion instead of sunscreen because the _ was in her bag.,lotion,sunscreen,1
"Joseph admired the fashion sense of Michael , so _ offered advice on where to get a new outfit .",Joseph,Michael,2
Aaron asked Ian to help replace the bathroom tile because _ asked to help with it.,Aaron,Ian,2
"Katrina was splashed with paint by Betty, and _ was regretful because the new clothes were ruined.",Katrina,Betty,2
"I bought the wrong size of tarp and it didn't fit the truck, because the _ was too short.",tarp,truck,1
"I bought the wrong size of tarp and it didn't fit the truck, because the _ was too long.",tarp,truck,2
Jane dropped her crystal in a bottle and closed it. It was amazing the _ was big enough.,bottle,crystal,1
Jane dropped her crystal in a bottle and closed it. It was amazing the _ was small enough.,bottle,crystal,2
"Adam wanted to be emancipated as a teen, so he consulted the lawyer and learned of each step involved in the process. Each _ was hard.",step,process,1
"Adam wanted to be emancipated as a teen, so he consulted the lawyer and learned of each step involved in the process. The _ was long.",step,process,2
The author wrote notes on the writing pad with a pen until the _ was full.,pen,pad,2
The author wrote notes on the writing pad with a pen until the _ was empty.,pen,pad,1
The shoe salesman tried to fit the shoe onto the heel but the _ was too large.,heel,shoe,1
The shoe salesman tried to fit the shoe onto the heel but the _ was too small.,heel,shoe,2
"During the summer Megan helped to mow the lawn for Jennifer, as well as do some landscaping because _ was a landscaper.",Megan,Jennifer,1
"Joel celebrated Yom Kippur as part of their religion but Joseph did not know what it was, so _ asked what it was.",Joel,Joseph,2
It was easier to grow the plants in the summer than in the winter because the sun showed less in the _ .,summer,winter,2
The young woman used tape to apply the bow to the present; the _ was sticky.,tape,bow,1
"Robert's Pom-Pom was fluffier than Randy, so _ was able to cheer the team more effectively.",Robert,Randy,1
"Robert's Pom-Pom was fluffier than Randy, so _ was not able to cheer the team very well.",Robert,Randy,2
"William enjoys watching movies, Robert enjoys reading books more. _ would like to go see the new movie.",William,Robert,1
"Kayla was avoided by Erin, because _ was tired of them being so negative about everything all the time.",Kayla,Erin,2
Jason needed to pump his bike tires before a ride while Derrick because _ 's bike tires were flat.,Jason,Derrick,1
"Leslie believed in the supernatural, while Kevin dismissed it, so _ took tarot card readings jokingly.",Leslie,Kevin,2
"Natalie lost a lot of weight last summer compared to Rebecca, so _ feels less energetic.",Natalie,Rebecca,2
It's easier to escape from the school than the jail as the _ has light security.,school,jail,1
In art class Samuel learned how to weave quickly but Kyle had some difficulty as _ likes outdoor works.,Samuel,Kyle,2
The divorce upset Katrina more than Natalie as _ didn't care for the person their mother had married.,Katrina,Natalie,2
Owen wore boxers to sleep more than briefs because the _ were loose on his skin.,briefs,boxers,2
Owen wore boxers to sleep more than briefs because the _ were too tight against his skin.,briefs,boxers,1
"The story ran in both the paper and on the television, but the _ coverage allowed me to listen to the details.",paper,television,2
"The story ran in both the paper and on the television, but the _ coverage allowed me to read the details.",paper,television,1
Making clothes was harder for Rebecca than Elena because _ was able to find complementary fabric slowly.,Rebecca,Elena,2
"The soil nearby works a lot better for the vegetables than the dirt, because the _ is moist.",soil,dirt,1
"Mike loved going to the sea on his vacation, but wasn't a huge fan of the forest. The _ is very routine to him.",sea,forest,2
The cart got broken while James was pushing the luggage with it. The _ is light.,luggage,cart,2
Betty stabbed Emily with a sharp knife. _ had a smile in their face from the incident.,Betty,Emily,1
the soup was great and enough fro the guests  but needed a little salt added. the _ was little.,salt,soup,1
the soup was great and enough fro the guests  but needed a little salt added. the _ was much.,salt,soup,2
"When at the bookstore, Emily bought a comic book for Natalie because _ liked the surprise.",Emily,Natalie,2
"The doctor told Joseph they were overweight while Donald was in perfect health, so _ didn't have to go on a diet.",Joseph,Donald,2
"Avid bookworms, Lawrence read fiction while Jason read non-fiction. _ liked to escape into an imaginary world.",Lawrence,Jason,1
"Avid bookworms, Lawrence read fiction while Jason read non-fiction. _ struggled to escape into an imaginary world.",Lawrence,Jason,2
The teacher taught Joel how to clean wood pallets but not Robert because _ didn't know how to do it.,Joel,Robert,1
"Franklin needed courage to drive his car after the truck accident, because the _ still haunted him now.",truck,car,1
"Derrick took much inspiration from the life story of Nick, so _ received from him a letter.",Derrick,Nick,2
Carrie asked Samantha for their share of the rent as _ was going to pay the rent.,Carrie,Samantha,1
Carrie asked Samantha for their share of the rent as _ had not paid the rent.,Carrie,Samantha,2
"Joel didn't realize that Brian wasn't allowed to eat pork for religious reasons, so _ couldn't eat the pork chop for dinner.",Joel,Brian,2
John used the megaphone instead of the microphone to amplify his voice. The _ was louder.,megaphone,microphone,1
Patricia chose a hardy cultivar to grow unlike Tanya because _ had very fertile soil.,Patricia,Tanya,2
Patricia chose a hardy cultivar to grow unlike Tanya because _ had very rocky soil.,Patricia,Tanya,1
"Ben wanted to pursue either classical or rock music, but his mom said to pursue the _ music because it is hardcore.",classical,rock,2
"Ben wanted to pursue either classical or rock music, but his mom said to pursue the _ music because it is mellow.",classical,rock,1
"Dennis was an environmentalist and did not want Neil to use a water bottle, _ didn't use metal.",Dennis,Neil,2
"Dennis was an environmentalist and did not want Neil to use a water bottle, _ insisted on metal.",Dennis,Neil,1
Elena told Katrina to cut the circuits to the bomb before it explodes because _ is closes to the bomb.,Elena,Katrina,2
Elena told Katrina to cut the circuits to the bomb before it explodes because _ is busy fighting.,Elena,Katrina,1
"Because of the fact that Maria performed more physical exercises than Amy did, _ was in worse shape overall.",Maria,Amy,2
"While working in the garden, Aaron came upon a huge spider and asked Logan to move it somewhere else. _ liked spiders.",Aaron,Logan,2
Sarah wins employee of the month more often than Laura because _ puts in shorter work hours.,Sarah,Laura,2
Donald accidentally pierced Michael's skin with an arrow so _ took him to the emergency room.,Donald,Michael,1
"Emily was always leading  Jennifer in the math competition, as _ had a math tutor .",Emily,Jennifer,1
"The memo was read more than the note, because the _ was put in a busy place at work.",memo,note,1
"Samuel sprains his ankle, so he goes to visit Derrick at the hospital, because _ is a patient.",Samuel,Derrick,1
The bottle spent the whole day to get cold in the refrigerator because the _ is small.,bottle,refrigerator,2
The bottle spent the whole day to get cold in the refrigerator because the _ is big.,bottle,refrigerator,1
"He wondered if he should glue the board to the metal, but the glue wouldn't stick to the _ when he tried.",metal,board,1
"He wondered if he should glue the board to the metal, but the glue would only stick to the _ when he tried.",metal,board,2
Victoria likes to keep their front door locked shut but Lindsey does not because _ lives in a dangerous neighbourhood.,Victoria,Lindsey,1
Victoria likes to keep their front door locked shut but Lindsey does not because _ lives in a safe neighbourhood.,Victoria,Lindsey,2
"The poems of Samantha are graded poorly by Victoria, so _ is likely the writing student.",Samantha,Victoria,1
"Kayla raises cows and helps supply the world with hamburger Carrie doesnt eat hamburger, the chance _  is a vegetarian is small.",Kayla,Carrie,1
"Have you ever been on  a nature walk Samantha asked Tanya , _ is waiting for a reply to a question.",Samantha,Tanya,1
"When the mirror was brought out, Brett could see William's bald spot, and _ cried.",Brett,William,2
Natalie stopped and listened to the man playing the piano unlike Patricia because _ was free.,Natalie,Patricia,1
"The girl bought the energy shake from the market to suppress her appetite, however the _ prospered.",shake,market,2
"The girl bought the energy shake from the market to suppress her appetite, however the _ fell flat.",shake,market,1
"the article ink was replaced from black to blue for reading purposes, the _ was  subtle.",black,blue,2
Ben wanted to act like a robot or a table. He chose to act as the _ because it is stable.,robot,table,2
Amy went to a buffet. She couldn't finish eating the eggs but could eat all the tomatoes because there was a minuscule amount of the _ on her plate.,tomatoes,eggs,1
Amy went to a buffet. She couldn't finish eating the eggs but could eat all the tomatoes because there was a grand amount of the _ on her plate.,tomatoes,eggs,2
Kyle used to bully Christopher in middle school. Upon seeing him again _ wanted to punish him.,Kyle,Christopher,2
Samantha put Laura in charge of managing records of internet transactions since _ was the boss.,Samantha,Laura,1
Nick thought role playing games were fun but Justin preferred shooter games. _ bought a Final Fantasy game.,Nick,Justin,1
"Since he purchased a sedan, he donated his SUV to the charity as the _ was new.",SUV,sedan,2
I spent more time typing my report than I did typing the article because the _ was shorter.,report,article,2
I spent more time typing my report than I did typing the article because the _ was longer.,report,article,1
"The elastic band could stretch between the chairs but not around the beds, as the _ were close to each other.",chairs,beds,1
"During the concert, Leslie signed Justin's shirt with a pen since  _ was a fan.",Leslie,Justin,2
"During the concert, Leslie signed Justin's shirt with a pen since _ was a singer.",Leslie,Justin,1
Amy screamed and cried louder than Felicia when they were at the doctor's office  because _ had a broken toenail.,Amy,Felicia,1
Amy screamed and cried louder than Felicia when they were at the doctor's office although _ had a broken toenail.,Amy,Felicia,2
The soldiers were proper and kept the vests but not the boots because the _ were in order.,vests,boots,1
So _ enjoys eating healthy snacks because Craig does not mind gaining some weight while Dennis does.,Craig,Dennis,2
"The airplane was very scary for Craig and not Ian, because _ never flew on planes.",Craig,Ian,1
Cynthia drives Erin to the birthday party at the arcade because _ is a good child.,Cynthia,Erin,2
"Only the sound of the trumpet, not the clarinet, pierced the woman ears because the _ had a high pitch.",trumpet,clarinet,1
Randy was struggling to pay his medical expenses and asked Robert for help because _ had no money to give.,Randy,Robert,1
"It was stinking in Elena's room after Betty left, thanks to the dead fish _ didn't know about under the sink.",Elena,Betty,1
I went into the mine looking for diamonds but all I found was quartz and topaz.  I settled on the _ because it was almost clear.,topaz,quartz,2
I went into the mine looking for diamonds but all I found was quartz and topaz.  I settled on the _ because it shined yellow.,topaz,quartz,1
Betty didn't get the job after the interview process but Felicia did so their dad gave _ advice.,Betty,Felicia,1
"I wanted a new design for my company, but opted for a graphic because the _ was cheaper.",graphic,design,1
Tanya asked Rebecca if their friendship was important to them because _ cared about the relationship.,Tanya,Rebecca,1
John has hypothermia and is near a cabin and an outhouse. He went into the _ to relieve himself.,cabin,outhouse,2
The dogs stayed farther from the locker than the classroom because the drugs were hidden in the _ .,locker,classroom,2
"Craig relies on public assistance, and Jeffrey does not. _ is living a tougher life.",Craig,Jeffrey,1
The belt did not get burnt when it was dropped in the fire with the shoe. The _ only is inflammable.,belt,shoe,1
"At the birthday party, Nick showed less self-control around alcohol than Nelson, because _ was disciplned.",Nick,Nelson,2
The accuracy of Sarah's GPS is better than Elena's because _ uses a free service.,Sarah,Elena,2
Brian usually washed the tiny spots from the glasses for Eric after dinner because _ had better vision.,Brian,Eric,1
Justin noticed that Logan was coughing and went to get some cough medicine for it because _ was a sick person.,Justin,Logan,2
"Elena was slimmer than Mary, so _ started to worry about going on a diet and her weight.",Elena,Mary,2
"Jesse wanted to read poems or an encyclopedias on the trip, but the _ were too short.",encyclopedias,poems,2
"Jesse wanted to read poems or an encyclopedias on the trip, but the _ were too long.",encyclopedias,poems,1
"Benjamin was a family oriented person and needed a house unlike Leslie, so _ sold their apartment.",Benjamin,Leslie,1
"The match singed her eyelashes, but the candle didn't hurt them, as the flame from the _ was weaker.",match,candle,2
He took away and sharpened the blades of the knife that was on the floor near the plant. Therefore the _ is dangerous.,knife,plant,1
Gem had the choice of eating crabs or visiting disney world parks in Florida. She chose the _ because she was full.,crabs,Parks,2
The bookcase fixed on the wall fell down and pulling the wall along. The _ is too weak.,bookcase,wall,2
"Steamed rice is much healthier, so Emily insisted theyorder that instead of fried rice, even though Carrie disliked it. _ was happy to eat the steamed rice when it arrived.",Emily,Carrie,1
So _ was angry because Randy's horse was injured by Kyle who is actually pretty embarrassed by this point.,Randy,Kyle,1
"William didn't want to move but Benjamin loved the change, as _ liked the old house.",William,Benjamin,1
"Tanya had a pain in their joint and Jessica massaged their leg, so _ had more money afterwards.",Tanya,Jessica,2
The weather conditions were better for Donald than Hunter because _ was inland from the storm.,Donald,Hunter,1
"Natalie asked Samantha to give her opinion about the taste of the cake, because _ is a baker.",Natalie,Samantha,2
"Jim used a variety of shovels to dig the hole, but decided not to use the digging iron, so the _ stayed shiny.",shovels,digging iron,2
"Jim used a variety of shovels to dig the hole, but decided not to use the digging iron, so the _ became soiled.",shovels,digging iron,1
"In the kitchen, Rebecca was excited about the smell of cheese, while Emily gagged. _ was accustomed to the smell.",Rebecca,Emily,1
The seamstress needed to hem the jeans of Katrina but not Lindsey because _ was very tall.,Katrina,Lindsey,2
"Victoria's dog caught ringworm from Erin's dog when they were playing together, so _ was very apologetic and worried about her dog.",Victoria,Erin,2
The punishment for Kevin was worse than that for Hunter although _ confessed to more crimes.,Kevin,Hunter,2
Logan asked Ian to go to the pet store with him to buy a gecko because he has 2 and _ has never owned one.,Logan,Ian,1
Logan asked Ian to go to the pet store with him to buy a gecko because _ has 2 already and he has never owned one.,Logan,Ian,2
"The ground was still by the field but shook on the mountain, since the earthquake was weak at the _ .",field,mountain,1
The young magician was able to lock the assistant in the box but couldn't use the key to open it because the _ was fine.,box,key,1
"Kayla is from a more poor family than Laura, so _ wore a simple costume for Halloween.",Kayla,Laura,1
"She stayed away from the public at the pool more so than at the mall, because the _ had mean people in it.",pool,mall,1
"She stayed away from the public at the pool more so than at the mall, because the _ had nice people in it.",pool,mall,2
"At the gym, Robert did lots of weight training to get bigger muscles. Kyle preferred cardio exercises. _ thought cardio was a waste of time.",Robert,Kyle,1
"The foundation on Jason's house was cracking, leading him to call Benjamin for an estimate to fix it, _ agreed to his price.",Jason,Benjamin,1
"The coins were removed from the register and put in a bag, as the _ was considered vulnerable to theft.",register,bag,1
Grandma makes the best strawberry jam and jelly. Zena likes the seeds so she always asks for the _ on her toast.,jam,jelly,1
Grandma makes the best strawberry jam and jelly. Zena dislikes the seeds so she always asks for the _ on her toast.,jam,jelly,2
"Bailey took a pregnancy test and then went to a doctor's office, and the _ confirmed more quickly that she was pregnant.",pregnancy test,doctor's office,1
Megan dreamed of becoming a famous singer Jennifer wanted to be an artist. _ loved to sing on stage.,Megan,Jennifer,1
"Erin ordered the round of beverages from Jessica, because _ wanted to buy some drinks.",Erin,Jessica,1
Tanya took off from work more often than Rebecca because _ suffered from severe headaches more often.,Tanya,Rebecca,1
Erin had roofing installed for Christine's apartment yesterday because _ was the landlord of the apartment.,Erin,Christine,1
"Felicia cared quite a lot about how their body looked to Cynthia, because _ was attractive.",Felicia,Cynthia,2
"Felicia cared quite a lot about how their body looked to Cynthia, because _ was insecure.",Felicia,Cynthia,1
"The desktop worked better sitting on the couch than it did sitting on the pillow, because the _ generated little heat.",couch,pillow,1
Ben had to make carrot juice and apple juice. Everyone liked the _ because it was common.,apple juice,carrot juice,1
Ben had to make carrot juice and apple juice. Everyone liked the _ because it was uncommon.,apple juice,carrot juice,2
"Rachel was surprised when Mary leaned in for a kiss, because _ was interested in a relationship.",Rachel,Mary,2
"Lorelei took the carnation out of the jar and put it into a vase, because the _ was too big for one flower.",jar,vase,1
Victoria is able to move on after breakups quicker than Christine because _ lives in the past.,Victoria,Christine,2
Victoria is able to move on after breakups quicker than Christine because _ doesn't live in the past.,Victoria,Christine,1
Brian was cheating Kenneth at poker because _ hated to push the boundaries of what is acceptable.,Brian,Kenneth,2
Victoria ran the rabbit into the cage and Megan closed it in after it was lured. _ was the aggressive one in the hunt.,Victoria,Megan,1
Victoria ran the rabbit into the cage and Megan closed it in after it was lured. _ was the passive one in the hunt.,Victoria,Megan,2
The pet snake Hunter had was bigger than Craig's snake because _ fed the snake less food.,Hunter,Craig,2
"After being asked, Rachel threw the phone over to Megan but _ expected her to catch it.",Rachel,Megan,1
"Kyle shopped for a while and found a few items to bring up to Eric at the Goodwill counter, then _ gave thanks and saw the next customer.",Kyle,Eric,2
"Both the furnace and the air conditioner were turned off, so Janet turned on the _ because it was cold.",air conditioner,furnace,2
Craig has to read a lot more contracts than Christopher because _ is a lawyer's assistant.,Craig,Christopher,1
Craig has to read a lot more contracts than Christopher because _ is a gym teacher.,Craig,Christopher,2
Nick feels more confident in their outfit than Joseph because _ just lost ten pounds recently.,Nick,Joseph,1
